,Product_code,Words,sentences
1202,B0924PSV78,quality,Bought for my daughter's online classes.Camera and sound quality pathetic.Did not serve the main purpose of buying.
1203,B0924PSV78,quality,\xa0Review basis 3 days of usage.Very good quality laptop.
1204,B0924PSV78,quality,Screen quality is good.
1205,B0924PSV78,quality,Sound quality is also good.
1206,B0924PSV78,quality,Build quality is also pretty good.
1207,B0924PSV78,quality,"The icing on the cake is that it comes with licenced Windows 10 Pro, which brings the cost of acquisition down further.The laptop itself is quite durable and build quality is good."
1208,B0924PSV78,quality,"im using tally, ms-office, internet browsing, youtube video, few times zoom/google meet, all are working fine, i connected usb printer, and bar code scanner, iam happy with the device purchase, amazon delivery is super fast
I was looking for cheaper laptop but was worried about quality."
1209,B0924PSV78,quality,I have used for more than 2 weeks now.PROS:Light weightScreen is good qualityKeyboard is strong and buttons are bit larger so it helps me to type better.60GB drive has windows.
1210,B0924PSV78,quality,"The product of RDP are not at all providing valur for money, Not only that, against the 1year onsite warranty, i have been calling them  to get it repaired/replaced.. No reply from the RDP work station... Poor quality products and pathetic consumer services, why amazon is boarding these kind of wreckless and useless companies in their commercial site... Amazon also should take some steps against this kind of anti consumer activities
Was looking for a light weight and light on purse laptop for home use.Came across RDP ThinBook on Amazon, among various other options.Did some digging on RDP and started to like this Indian brand.Aggressively priced, good quality product to meet everyday need.The provision for storage expansion is a great ""mix-n-match"" kind of thing.Screen quality is good, sound quality could be better though.I found RDP support prompt and responsive."
1211,B0924PSV78,quality,Better display quality than (my 26k Acer laptop)3.
1212,B0924PSV78,quality,2 days of usage at the time of writing this review.- Not suitable for Video calls due to low camera quality.
1213,B0924PSV78,quality,Video lags due to webcam low quality.
1214,B0924PSV78,quality,This is the product where I have been on backfoot by the quality of service given till date .
1215,B0924PSV78,quality,"\xa0Verry bad,, bhai parsan kar rhe ho riplace kar do please m bhut parsan hu 🙏🙏
Don't believe this Company in after Sales Service, as they don't have the quality after Sales service...it's a long time process involve...nd no proper response for....u may think for this that u r begging for a after sales service while u have the right for this...don't buy this laptop, its a cheater company in laptop quality nd in after sales service....I may go for it to consumer forum court...Buying of it, it's a lose of your money.Share this message to buyer who ready to buy this laptop
No response from the seller."
1216,B0924PSV78,quality,"Can be used for rough use, has windows 10 pro, just get a 2.5inch SSD or HDD for additional storage, you’ll be set, Nice battery life and build quality, 10/10 recommended
The media could not be loaded."
1217,B0924PSV78,quality,"This Laptop is good for audio conferencing, camera is VGA hence quality is poor."
1218,B0924PSV78,quality,They could have given a better camera quality.
1219,B0924PSV78,quality,"Don't buy this product"", ""This is horrible product and also horrible support team please guys don't buy this product due to product is very very horrible
I have purchase this for online class.Product is good and made in India 🇮🇳After 15day the Laptop has stop working don't purchase and it's 2nd time it has stop after replacementHow Amazon is promoting on his site.Fake company
We can add extra Hard disk, screen quality and performance average because of normal processor
Thanks Mr. Srikant sir & also service team 'service division Anantapur'
Worst laptop."
1220,B0924PSV78,quality,It's very light in weight and the screen quality is also good.
1221,B0924PSV78,quality,"\xa0Awesome loptopSmooth and run speedNo logsindia is bestWorking nice
I purchased it's good laptop at this price but not happy with camera quality"", 'Camera quality was poor.Mic and speaker not working some times.I have returned this laptop.I will not like to suggest this one.Manufacturer has to look into it seriously
Ideal for me for browsing, online work and office work especially during travels."
1222,B0924PSV78,quality,"""screen quality""""for gaming""""battery life"".Good 👌🌹👍🙏
Dnt buy this product.."
1223,B0924PSV78,quality,Screen quality is not bad.
1224,B0924PSV78,quality,"Value for money, helpful for online web use.Battery backup is really appropriate for more that 8 hours
Perfectly ok for basic use, education,etcThe camera quality needs to be much improved."
1225,B0924PSV78,quality,"Company customers behavior and service very very poor.I highly recommend DO NOT BUY this product
Nice products 5 year के लिए चिंता मुक्त में पिछले3 वर्षो से इसका RDP laptop का उपयोग कर रहा हु इसके बाद ही दोबारा खरीदा हूं ।
Bad
Disliked the quality, no service center, facing problem after 8-10 days of purchase, no customer service support."
1226,B0924PSV78,quality,"Web cam -bad qualityNo ms officeUsable memory only 37gbGood screen qualityTyping is ok.Value for money..
BILL OF LAPTOP IS NOT RECIEVED ALONGWITH WARRANTY CARD OF ONE YEAR, SO HOW ITS WARRANTY MAY BE CLAIMED IN FUTURE."
1227,B0924PSV78,quality,"One of my life's worst choice"", ""Disliked everything, it's not getting on, plz send some technical problem to resolve d issue
Camera and sound problem
I like the product.. it's quality is gud.. nice features...thanks
Full disaster ,not working after 10 days only use
Best products for money
It's waste of money, donot buy."
1228,B0924PSV78,quality,"Laptop on/off continue pl suppot me
The camera quality was not so good
Touchpad faltu hai
Laptop RDP Thinbook people
Every thing is good."
1229,B0924PSV78,quality,"Good indian brand 🤘
best quality laptop
Thanku this Amazing Laptop
Not good
Very poor
Quality
All ok
I was purchased , RDP thin book laptop , there lot of problems,Scree blinkingToo less disk c space ( nver possible to repair)Battery adaptor is low qualityInternal memory sometime disappearPlease don't buy this RDP laptop
Good laptop
No
A very bad qulaity outer fitting also using low quality battery, my laptop plastic break automatically just bcoz of swallowing of battery.....Will never purchase RDP laptop again also will not suggest to anyone to purchase it...Go for HP, Acer, Dell but not RDP.Thanks
Thinking it is made in India bought last 1 year it has gone 2 times to RDP Ananthapur for repair, the laptop was not charging ..."
1230,B0924PSV78,quality,It is not good quality.
1231,B0924PSV78,quality,An awesome ThinBook laptop for budget range & I bought it for online classes.Good battery backup and good quality.
1232,B0924PSV78,media,"I'm a Technology Enthusiast and also a business owner, I'm already using One MacBook Pro but im in need of one more laptop because of increase work load.I Come across RDP brand thru Google, when i searched laptop under 25000, i heard RDP name for the first time, so i did a little research about the company and come across that it is an indian company based out of RDP, who design and manufacture IT Hardware - nice website and nice company profile.I was worried about their post sales service before the purchase being a new brand, so i just did a ghost call to their company number for a service request, then they promptly created support ticket asking for the device serial number that i could not give because i dont have one, so i said ill share later today and ended the call, to my surprise im getting reminder mails from them to share the serial number of the device to take my support request formward, out of my curiosity i called them again and said thanks for reminder mails and asked about their support system, then the person said we have strict SLA to every customer ticket so we do lot of followup with customers and asked me to download their SLA table from their website home page, i downloaded the SLA table and blown my mind that they have such a hard commitment towards post sales support.so with out further ado i just went ahead and purchased, great amazon delivery i got it before the promised time...The device packing is awesome, the device built is excellent, as it came with Windows 10 Pro Original with Windows sticker and Intel sticker on it assured me the quality standard..last 24 hours im using it, i strongly feel it is worth more than what i have paid, it has quad core processor, 4gb ram, i got 7+ hour battery backup, screen is superb, it has 64gb storage but it has microsd slot and HDD slot (so i can fix HDD/SDD any time if i require more space) now a days all my applications are cloud, so immediately i no need to think of additional storage.i give 5-star rating and strongly suggest to buy this product, if your usage applications are Internet Browsing (10-15 browsing tabs simulatenously), online meetings/classes, MS Office, youtube/netflix sound is very good inside the room, but not loud in public places, i started using zoho business applications and tally, it is super smooth because of quad-core processor and 4gb ram - i dont recommed this device if you want to use photoshop/3D studio or video editing or play high end games.it has suffient i/o ports as well (USB3, USB2 and even TypeC also), almost to the thickness of my macbook pro, very less weight too (they mentioned it as around 1.4kg)
@\u2068Rajesh Uk\u2069i have purchased this device for my kids online education, this laptop is perfectly working for online classes, the device is very thin and light weight, 6 hours of battery backup is really superb, original windows 10 pro operating system, very nice packing, i have bought this on my neighbour recommendation, he said after sales support is also very good from RDP, amazon delivery also very good.."
1233,B0924PSV78,media,"Hyderabad head office company
The media could not be loaded."
1234,B0924PSV78,media,The media could not be loaded.
1235,B0924PSV78,media,"A Peaceful product can be used by kids  and parents too
The media could not be loaded."
1236,B0924PSV78,media,The media could not be loaded.
1237,B0924PSV78,media,The media could not be loaded.
1238,B0924PSV78,media,The media could not be loaded.
1239,B0924PSV78,media,"It's working only 11 days"", ""The media could not be loaded."
1240,B0924PSV78,media,It’s been only 12 days i got this laptop and my laptop automatically shuts down while working and i have to press the windows button to start it and when it turns on if i release the windows and the x button it shuts down again.. need an immediate assistance ..
1241,B0924PSV78,media,The media could not be loaded.
1242,B0924PSV78,media,I ordered it immediately.
1243,B0924PSV78,media,The media could not be loaded.
1244,B0924PSV78,media,"\xa0Excellent productValve for moneyBut DVD player is not available
The media could not be loaded."
1245,B0924PSV78,media,The media could not be loaded.
1246,B0924PSV78,media,"Value your money
The media could not be loaded."
1247,B0924PSV78,media,"If not, I'll take this matter on social media as I hv got cheated by the product."
1248,B0924PSV78,media,It was not booting just the on screen was coming and immediately it got switched off.Since my product was under warranty I tried in in their no given website but found no response.After that I wrote mail s in their mail id initially the company responded couple of times but after that no response.My suggestion would be to think before you purchase .
1249,B0924PSV78,media,"If 8gb could possible from factory,  that would be one and only recommended product in this price segment.Note - u need at least 256gb another storage media for data storage purpose as only 64gb emmc OS drive is available."
1250,B0924PSV78,media,The media could not be loaded.
1251,B0924PSV78,media,"Can be used for rough use, has windows 10 pro, just get a 2.5inch SSD or HDD for additional storage, you’ll be set, Nice battery life and build quality, 10/10 recommended
The media could not be loaded."
1252,B0924PSV78,media,""", 'The media could not be loaded."
1253,B0924PSV78,media,The media could not be loaded.
1254,B0924PSV78,media,Definitely recommended for office users other than gamers/ multimedia etc.
1255,B0924PSV78,media,The media could not be loaded.
1256,B0924PSV78,media,The media could not be loaded.
1257,B0924PSV78,media,"Worth the money...Go for it after reading specifications clearly
It's very bad and noone attend the call in coustomer care number"", ""The media could not be loaded."
1258,B0924PSV78,media,The media could not be loaded.
1259,B0924PSV78,media,"Horrible screen and okay performance if you are looking for something in this budget just get a tab it's 100 times better
The media could not be loaded."
1260,B0924PSV78,media,The media could not be loaded.
1261,B0924PSV78,media,The media could not be loaded.
1262,B0924PSV78,media,The media could not be loaded.
1263,B0924PSV78,media,""", ""The media could not be loaded."
1264,B0924PSV78,media,"Don't buy"", ""Don't buy, worst product
Good product but without hdd
The media could not be loaded."
1265,B0924PSV78,media,The media could not be loaded.
1266,B0924PSV78,media,"Love this feature
With in a month it's working stoped"", 'The media could not be loaded."
1267,B0924PSV78,media,The media could not be loaded.
1268,B0924PSV78,media,The media could not be loaded.
1269,B0924PSV78,customer,"I'm a Technology Enthusiast and also a business owner, I'm already using One MacBook Pro but im in need of one more laptop because of increase work load.I Come across RDP brand thru Google, when i searched laptop under 25000, i heard RDP name for the first time, so i did a little research about the company and come across that it is an indian company based out of RDP, who design and manufacture IT Hardware - nice website and nice company profile.I was worried about their post sales service before the purchase being a new brand, so i just did a ghost call to their company number for a service request, then they promptly created support ticket asking for the device serial number that i could not give because i dont have one, so i said ill share later today and ended the call, to my surprise im getting reminder mails from them to share the serial number of the device to take my support request formward, out of my curiosity i called them again and said thanks for reminder mails and asked about their support system, then the person said we have strict SLA to every customer ticket so we do lot of followup with customers and asked me to download their SLA table from their website home page, i downloaded the SLA table and blown my mind that they have such a hard commitment towards post sales support.so with out further ado i just went ahead and purchased, great amazon delivery i got it before the promised time...The device packing is awesome, the device built is excellent, as it came with Windows 10 Pro Original with Windows sticker and Intel sticker on it assured me the quality standard..last 24 hours im using it, i strongly feel it is worth more than what i have paid, it has quad core processor, 4gb ram, i got 7+ hour battery backup, screen is superb, it has 64gb storage but it has microsd slot and HDD slot (so i can fix HDD/SDD any time if i require more space) now a days all my applications are cloud, so immediately i no need to think of additional storage.i give 5-star rating and strongly suggest to buy this product, if your usage applications are Internet Browsing (10-15 browsing tabs simulatenously), online meetings/classes, MS Office, youtube/netflix sound is very good inside the room, but not loud in public places, i started using zoho business applications and tally, it is super smooth because of quad-core processor and 4gb ram - i dont recommed this device if you want to use photoshop/3D studio or video editing or play high end games.it has suffient i/o ports as well (USB3, USB2 and even TypeC also), almost to the thickness of my macbook pro, very less weight too (they mentioned it as around 1.4kg)
@\u2068Rajesh Uk\u2069i have purchased this device for my kids online education, this laptop is perfectly working for online classes, the device is very thin and light weight, 6 hours of battery backup is really superb, original windows 10 pro operating system, very nice packing, i have bought this on my neighbour recommendation, he said after sales support is also very good from RDP, amazon delivery also very good.."
1270,B0924PSV78,customer,"On complaining to customer care, they told to use the laptop and if any problem occurs can be returned."
1271,B0924PSV78,customer,"The mouse touchpad doesn't work properly, but the customer care could not be reached."
1272,B0924PSV78,customer,"Keyoardecamedisfunctional,thiscommentisproofthatspacekeyisnotworking.attched1tinternaldriefailed.Had to buy external keyboard because many keys are not functional in RDP Notebook 2 .Above comment was written ,using  Notebook 2 keyboard .This comment is by bought and added external keyboard bought and attached by me..Horrible experience of online shopping of my life This is not even a month complete.Strongly warn buyers not to buy this horrible product and face the horror , like me .Only God can save customers .Slowly day by day new problemas are appearing .I am unfortunate that RETURN option period is OVER ."
1273,B0924PSV78,customer,"Tried to contact the customer executive, they say they'll arrange a pick-up for the repair but no response after that."
1274,B0924PSV78,customer,"I don\'t recommend buying RDP laptop to anyone, although the laptop functioned ok to expectation initially, its not powering on within 3months of purchase , regularly over a week now we are emailing and calling customer support, ..on mail they created ticket after which customer service said ""will call us back today"" on every single call we made for past 1 week , most of the times call is not getting attended."
1275,B0924PSV78,customer,"""Do not buy this product""
Most worst product, my being an Amazon customer since 8 years, due to this, fradulence activity of fake product by amazon I will drag them to Consumer forum, remain assured
after laptop delivery, i had few doubts, i called their customer care, their response is prompt and very professional, my first impression on the laptop is very good, performance is more than what i expected, im planning to buy one more device and i also suggested 2 of my friends to buy because of amazon offer
All got what specifiedExact product with superb performanceI bought this product for my Daughter for online classes and she is very happy with it.RDP ThinBook 1010 - Intel Celeron Quad Core Processor, 4GB RAM, 64GB Storage, Windows 10 Pro, 14.1” HD ScreenIntel Celeron Quad Core Processor N3450, Up to 2.2 GHz4GB RAM, 64 GB Built-In Storage (HDD/SSD slot, support up to 1TB)Pre-loaded with Windows 10 Pro OSThin & Lightweight Design (Just 22 mm & 1.4 kg), 8 Hours of Battery Backup for Uninterrupted Day Long ActivitiesDual Speakers, Web Camera, Mic, Bluetooth 4.0, Type-C Multifunction port, Full-size Keyboard, Precision Touchpad, Durable and Compact Build
Keyboard keys not working properly."
1276,B0924PSV78,customer,"\xa0No issues ... battery 🔋 ok  6hr ...display 1080p....No lag....No hitting issue
Good for WFH, projects, online classes purposes etc  worth for money, good customer care  support, any issues they will assist us and contact them through their Website."
1277,B0924PSV78,customer,Reached the customer care and they just have a bot which acknowledge the request and then respond with a message that the product detail doesn't match.
1278,B0924PSV78,customer,Their customer support is terrible.
1279,B0924PSV78,customer,I called for customer care 5 times; no responseGuys... Plz buy a laptop from a genuine company.
1280,B0924PSV78,customer,But the customer support team worked excellent and came to my rescue.
1281,B0924PSV78,customer,"I am grateful to the customer support team consisting Mr.Srikant, Mr.Fayaz and others."
1282,B0924PSV78,customer,Best customer support team ever I expected.
1283,B0924PSV78,customer,\xa0Laptop is worst product....waste of money....Supplier send the product seal open package...and also battery missing.....then replacement came and found seal open....but accepted by me....then in second day...laptop not getting boot ....customer service not working....spare parts not available...its under warranty period...who will attend it not known...
1284,B0924PSV78,customer,"It has been slightly over a month and the laptop has been problematic.The windows keep on booting with no help from customer service so far.Called up the RDP support  multiple times but they disconnected the call
Good one to buy, but you want to add SSD."
1285,B0924PSV78,customer,"Not upto the mark like Thinbook 1, performance is lower than even Thinbook 1
This product is damaged and Amazon do not help you any type and rdp customer care number not connect so don't buy itAnd if Amazon not help me then I will complain to consumer court
Yeh product thekh kam nhi krta hain ."
1286,B0924PSV78,customer,"Company customers behavior and service very very poor.I highly recommend DO NOT BUY this product
Nice products 5 year के लिए चिंता मुक्त में पिछले3 वर्षो से इसका RDP laptop का उपयोग कर रहा हु इसके बाद ही दोबारा खरीदा हूं ।
Bad
Disliked the quality, no service center, facing problem after 8-10 days of purchase, no customer service support."
1287,B0924PSV78,customer,The customer care service for this company is very poor.
1288,B0924PSV78,customer,RDP customer care not giving any response.
1289,B0924PSV78,customer,But it doesn't have an inbuilt HDD which needs to be bought separately by customer.
1290,B0924PSV78,customer,"\xa0Not open the screen properly
Worst product don't buy , it is not working,  customer service no is not working and no responses."
1291,B0924PSV78,customer,I called up customer service told them my model number (this is important to note) and explained the issue .. they asked me to ship it to Andra .. Ananthapur ..
1292,B0924PSV78,customer,"Within 2 weeks of purchase, it started going on to boot loop.When I raised issue with RDP, they arranged pickup for thier laptop to fix all the issue.It has been 40 days, they have not returned it back.Even they pathetic customer service, with no regards to suffering of other.They are making money by fooling common people."
1293,B09DMRQ6XB,speed,Transfer speed from usb/hdd to laptop is good.7.
1294,B09DMRQ6XB,speed,Transfer speed within HDD from one drive to other is 2-5 Mbps which is ultra low.8.
1295,B09DMRQ6XB,speed,When I took it to the service centre they asked me to put one more device in it for better speed.... That was worth rps 7000....i already spent do much money on this laptop and still I need to add more items to it for better functioning...
1296,B09DMRQ6XB,speed,i did not see any lag in speed.8.
1297,B09DMRQ6XB,speed,"No pre-installed MS office
Performance is good as using from couple of months..highly recommended
Very good product as per price very smooth operation light weight dont believe on negative reviews this is fantastic product for daily usage
Really facing an issue with this laptop,was late by one day,cant return it,lap is being too laggyDont know what to do now🥺
Since processor speed is low, we can expect the same poor performance.Response time is poor.Avg."
1298,B09DMRQ6XB,speed,"Nice product
Good performance
Camera not ok  but overall ok
15.6 inch screen laptop @ reasonable price,I added 4GB ram & laptop speed is good now."
1299,B09DMRQ6XB,hdd,Actually I bought it in exchange of my HP i3 old generation but sometimes it feels this is even slow than that old one.After 3 day of use ( i3 10th gen/8GB RAM/1TB hdd):1.
1300,B09DMRQ6XB,hdd,Transfer speed from usb/hdd to laptop is good.7.
1301,B09DMRQ6XB,battery,"I choose SSD model and purchased a SATA HDD as well when I was trying to install that, there was no expansion slot, SATA HDD space taken by a weired sized battery with same capacity."
1302,B09DMRQ6XB,battery,battery drains quickly not sure if it will wven hold for 3hours.5.
1303,B09DMRQ6XB,battery,"tested wifi, bluetooth works fine as it ahould be
Poor battery backup."
1304,B09DMRQ6XB,quality,camera quality is very poor.Very slow to start.
1305,B09DMRQ6XB,quality,It says Dolby Audio but very poor sound quality.
1306,B09DMRQ6XB,quality,No sound at all... Screen quality is average.
1307,B09DMRQ6XB,quality,"No
As I have used the product since it is received and I have experienced and noticed that this product is awesome and  recommend to all to buy this product if anyone wants to purchase, I have only noticed that build quality of outsideframe is not strong and need to be improvement on Laptop body
Loss of money, it is having a slow processor, it takes 15 minutes to start and even more timeAs per my experience itz loss of money and nothing elseIt works tooo slow and takes time for every task
The laptop is I have hardly used but started giving trouble for starting."
1308,B09DMRQ6XB,time,Actually I bought it in exchange of my HP i3 old generation but sometimes it feels this is even slow than that old one.After 3 day of use ( i3 10th gen/8GB RAM/1TB hdd):1.
1309,B09DMRQ6XB,time,Boot time 2-3 minutes6.
1310,B09DMRQ6XB,time,"Tried five times to return it, either pick up person would not come or he would simply deny to pick it up."
1311,B09DMRQ6XB,time,Speed performance is not up to the mark and it hangs some time.
1312,B09DMRQ6XB,time,"No pre-installed MS office
Performance is good as using from couple of months..highly recommended
Very good product as per price very smooth operation light weight dont believe on negative reviews this is fantastic product for daily usage
Really facing an issue with this laptop,was late by one day,cant return it,lap is being too laggyDont know what to do now🥺
Since processor speed is low, we can expect the same poor performance.Response time is poor.Avg."
1313,B09DMRQ6XB,time,"No
As I have used the product since it is received and I have experienced and noticed that this product is awesome and  recommend to all to buy this product if anyone wants to purchase, I have only noticed that build quality of outsideframe is not strong and need to be improvement on Laptop body
Loss of money, it is having a slow processor, it takes 15 minutes to start and even more timeAs per my experience itz loss of money and nothing elseIt works tooo slow and takes time for every task
The laptop is I have hardly used but started giving trouble for starting."
1314,B09FL5CK19,battery,"Battery backup is also great, the battery lasts for almost 5 hours."
1315,B09FL5CK19,battery,"In battery settings, kept battery to its better performance, if we keep it at the best performance, battery drains out fast."
1316,B09FL5CK19,warranty,"Now i purchased extended warranty along with this, i have booked the extended warranty based on the warrant slip serial."
1317,B09FL5CK19,slip,"Purchased laptop from Amazon on 3rd oct, noticed the warrant slip serial is not matching with laptop serial, complaint raised to Amazon, 15 days over even now the warrant slip serial is not changed."
1318,B09FL5CK19,slip,"Now i purchased extended warranty along with this, i have booked the extended warranty based on the warrant slip serial."
1319,B09FL5CK19,warrant,"Purchased laptop from Amazon on 3rd oct, noticed the warrant slip serial is not matching with laptop serial, complaint raised to Amazon, 15 days over even now the warrant slip serial is not changed."
1320,B09FL5CK19,warrant,"Now i purchased extended warranty along with this, i have booked the extended warranty based on the warrant slip serial."
1321,B09FL5CK19,quality,The screen and sound quality is very good.
1322,B09FL5CK19,quality,"Poor quality display screen
I didn't get MS office licence activation key with this product."
1323,B09BCSPX7X,quality,"Out of 256 gb ssd 196gb available....Screen quality not good..i got this in 47k.So intel i5 is present ...so performance is super fine.Build quality is plastic...built quality could have been better...
Not good
Everything is awesome
Major issue is quality of customer care."
1324,B09BCSPX7X,quality,The sound quality is good and the backlit keyboard aids in working during the night.
1325,B09BCSPX7X,quality,The sound quality is good.
1326,B09BCSPX7X,storage,The internal storage is not big so of course you’re not able to put much files.
1327,B09BCSPX7X,storage,"The makers of this product are too smart, they have, despite giving a slot for expansion have expanded the battery in that place because of which you cannot expand the storage (HDD)... Other than this the product is very very cool with some great features."
1328,B09BCSPX7X,storage,With all my subscriptions I hardly store any movies on the laptop and 256gb  storage is more than enough.
1329,B09BCSPX7X,storage,"256GB is more than enough storage for me, you will be surprised as to how less of storage that we actually use."
1330,B09BCSPX7X,performance,The laptop superb in terms of performance.
1331,B09BCSPX7X,performance,"Out of 256 gb ssd 196gb available....Screen quality not good..i got this in 47k.So intel i5 is present ...so performance is super fine.Build quality is plastic...built quality could have been better...
Not good
Everything is awesome
Major issue is quality of customer care."
1332,B09BCSPX7X,performance,Friends recommended i5 11th Gen processor over the 10th Gen or i3 and the difference in performance is evident.
1333,B09BCSPX7X,screen,"Just one thing about screen, if we put the laptop on high place and watch it from below clearity decreases."
1334,B09BCSPX7X,screen,The FHD display makes binging my favourite shows on Netflix a pleasant experience and the bezels are narrow so the screen is always in my focus.
1335,B099X41XHY,description,There's wrong description that it has SSD and 1TB hard disk space.
1336,B099X41XHY,description,They have given wrong description here...There is no HDD... any of the feature mentiones not thereIts a scam.
1337,B099X41XHY,description,"Overall no issue
SDD capacity is only 256GBIt is being used for my son for his Computer Science Engg course
Wrong description has been given....there is no 1tb hdd space at all...only ssd is der...so sad
Laptop hangs."
1338,B099X41XHY,money,It is a value for money product.
1339,B099X41XHY,money,"Don't waste your money"", ""Don't waste your money and time in this product ,there is problem in laptop it's hanging to much.I was experience this problem to much,"
1340,B099X41XHY,experience,Horrible experience.
1341,B099X41XHY,experience,Excellent viewing experience with the FHD display.
1342,B099X41XHY,experience,"Don't waste your money"", ""Don't waste your money and time in this product ,there is problem in laptop it's hanging to much.I was experience this problem to much,"
1343,B099X41XHY,problem,"Don't waste your money"", ""Don't waste your money and time in this product ,there is problem in laptop it's hanging to much.I was experience this problem to much,"
1344,B099X41XHY,battery,Product is good and battery life also good bt bug are  not good some time windows key not working and wifi issuing and some updates are not installed there are few bugs..
1345,B099X41XHY,battery,"Laptop is slim and lightweight, Screen size is 15.6' which is standard, and quality of screen is great, battery life is too good, Performance is excellent."
1346,B098P62W63,battery,)3) battery is above average i got around 3-4 hrs of screen onn time with normal use and 1.5-2 hrs wits gaming depending on graphical settings.
1347,B098P62W63,battery,\xa0I bought this product 2 days before and the product which was delivered to me was the worst defective peice ...the speakers were damaged and not producing the full sound ..it's recorded in phone that's why it's loud but in love the sound is not good and the voice is not heard and the surrounding sound doesn't works and the battery life drains in low performance i.e within one hour ...
1348,B098P62W63,battery,The backlit keyboard is awesome too.The battery is okay.
1349,B098P62W63,battery,Initial Impressions:Such a good looking laptop with a great display 144hz under 62KAfter 2 weeks update: Games are stuttering and getting fps drops upto 100fps drop in both battery and wall adapter and now battery only lasts 45 min in battery saver mode.Amazon  can't help me as return period is over.
1350,B098P62W63,battery,Good thing is the laptop charges very fast.Gaming will drain the battery to fast so the best option is to use the wall adapter as it gives extra frames when in turbo mode.Charger gets very hot when Gaming.144hz screen is just too good for this laptop.I like the metallic finish in this version of the laptop( Fortress grey color is very nice in person gives a slight bluish metallic feel when light strikes it.)
1351,B098P62W63,battery,"I would close my eyes and buy this laptop if your budget is 62k range.Note: Wait for Great Indian Sale guys
Laptop is good and perfect.....I thought at the laptop is screen ...Then I got replacement also but the reality..On battery power by default the laptop set to 60hz when ever you Plug in it changes from 60 to 144hz and when u plug out 144 to 60hz so this is why it 2 sec time screen gets off and on.....No issue in it....If you want to get rid it means right click on desktop and got display settings and goto advance system setting change 60 to 144hz then your laptop will 144hz during on battery power also then screen will not off...*Performance - 5/5*Display- 5/5*Battery- 4/5 on normal usage 3-4 hours  easily we are getting
Don't worry about its quality and specs in this price segment"", ""The media could not be loaded."
1352,B098P62W63,battery,"\xa0All thing is good sound quality is nice but not so loud , camera is below average, booting time is awesome, heavy but very thin laptop battery backup is ok , the dhansu RGB backlit keypad is awesome and also wasd keys are highlighted, I haven't tried a game yet so I'll edit the review for performance impreasion in some days."
1353,B098P62W63,battery,"\xa0Laptop screen turns off after running for a while and then comes back on
I have used this laptop for almost a week now.I found many pro's as well as cons while using this laptop.First the pros..I tested many games like Assassin's Creed Valhalla,Watch Dogs 2,Destiny 2.No problem whatsoever while gaming.Really good fps in older games like Destiny 2 and Watch Dogs 2,and decent fps in newer titles like AC Valhalla.Some setting tweak and it is possible to get almost 60 fps in Valhalla.The 144hz screen is really great,everything feels smooth tho i wont use it cause the screen is too small.I connected the laptop using hdmi to a monitor.The rgb keyboard is a nice touch.Overall it does what it is good at i.e,gaming.Now for the cons..this laptop gets waaay too loud while gaming.I use headphones and i can still listen to the noise if the volume is low.I was using a PC before so i havent experienced this kind of sound.Now comes the battery backup which is absolutely pathetic.U can barely use this laptop for 1 hour 30 mins while doing normal stuff.The backup is very bad.The other problems i faced is that the adapter gets waaay too hot and i mean it,way too hot while gaming.I plugged it in for 3 hours while gaming and it gets so hot that i almost couldn't touch it.I have to stop between my gaming sessions and unplug the charger for it to cool down which is very frustrating since i was using a PC before and never had to face this kind of problem.Now comes the camera.The camera is...bad,just bad.I would never use it for anything,i would rather use my phone camera for meetings and other stuff.So in conclusion this laptop is good for gaming while plugged in,but for watching movies with backup power,its not great and u can watch only a 2hour movie at most.I would give this laptop a 7/10."
1354,B098P62W63,battery,\xa0First purchaseI am facing this problem ( when switching on the power the screen is going black for 2 sec and again when going back to battery same thing is happening ) and the asus customer care executive are saying it's default because of 144 Hz.After ReplacementSame issue is prevailing.My experience with ASUS is not at all good.
1355,B098P62W63,battery,"Overall I loved display, battery life and speaker."
1356,B098P62W63,battery,"So I didn't feel any thermal issue.Only one drwaback that is it's battery life but we didn't expect battery with gaming laptops so it's  the only issue else when you plug in it to charger it's screen got off for few seconds and when you remove charger again it's screen going off for few seconds , First I think it's a detactive after that I call service center they told that when you plug it  to charger then it's display using 144 Hz and when you remove charger it's screen using 60 Hz that's the reason of that, you can resolve this problem by going to display setting > Advanced settings > and their a option 60/144Hz."
1357,B098P62W63,battery,But 144 Hz consume more battery .
1358,B098P62W63,battery,"Asus tuf f15 1650 ti modelFor gaming , for normal use, very thing is beastGTA 5 running smooth at high graphics...no heating issue ...no lacking issues... battery comes for gaming 1.30 hrs for gta 5 high graphics for normal use comes for 3 to 4 hrsThis is not led display this is lcd display..but display colours and quality also goodIT has 3 ssd slot :-1 ."
1359,B098P62W63,battery,"3rd slot that is sata ssd slotTotally worth for 64k for normal use and gaming alsoBest laptop ❤️❤️
It's a fine laptop but the problem I got whenever it switch from battery power to AC ( or try to charge the battery) there is flicker in screenEthernet connection is good but wifi is not as good as ethernet if you connect to a wifi router after sometime connection will terminate automaticallySpeed is good but not as good it advertising may because of less cache memoryIf you play game only then battery is bellow average for multitasking it is good."
